input,output,choices,dataset_name,id
"Given the question title, question content, and the answer, classify the question into one of these topics, Society & Culture, Science & Mathematics, Health, Education & Reference, Computers & Internet, Sports, Business & Finance, Entertainment & Music, Family & Relationships, Politics & Government:

Question Title: I've heard that humans use only 10% of their brain. is this true?

Question content: If this is true, is the other 90% used for  other things, such as body organ functuion, ect.. or is it just there? 

Answer: Don't get worried when u heard that we only use 10% of our brain. The president uses none at all.",Science & Mathematics,Society & Culture|||Science & Mathematics|||Health|||Education & Reference|||Computers & Internet|||Sports|||Business & Finance|||Entertainment & Music|||Family & Relationships|||Politics & Government,yahoo_answers_topics,17124.0
"Sentence 1: Juanita was the only Vasquez to survive and was sent to prison ; before she was taken away , she swore her revenge on Pilar .
Sentence 2: Pilar was the only vasquez who survived and was sent to prison before she was taken away , she swore to Juanita her revenge .
Question: Do Sentence 1 and Sentence 2 express the same meaning?",No,No|||Yes,paws,8347.0
"Which of the following better fits the description?

Is it that: 

Anna call to know the price of the purse,

or rather: 

Anna wrote a letter to find the price of the purse?

Description: 

Anna saw a great alligator-pattern purse in a magazine. She decided not to buy the purse after all.",Anna call to know the price of the purse,Anna call to know the price of the purse|||Anna wrote a letter to find the price of the purse,art,17932.0
"- image is gilles paquet.jpg



- residence is ottawa , ontario



- occupation is professor fellow , centre on governance , university of ottawa emeritus , school of management and senior research





- website is -lsb- http://gillespaquet.com/ gilles paquet -rsb-



- birth place is quebec city , quebec



- birth date is 19 july 1936





Given the details above, guess who could this information be about.",gilles paquet,,wiki_bio,41165.0
"I am trying to figure out the answer to the question, ""How many field goals did Buehler kick in the first half?"" I found the following text-snippet has the answer. Can you tell me the answer?

The Cowboys' fourteenth game was an NFC East rivalry rematch against the Redskins at home. In the first quarter the Cowboys took the lead with kicker David Buehler hitting a 42-yard field goal, followed by QB Jon Kitna throwing a 3-yard TD pass to WR Miles Austin; then Buehler made a 20-yard field goal to put Dallas up 13-0. The lead was narrowed when QB Rex Grossman completed a 19-yard TD pass to RB Ryan Torain, but the Cowboys increased their lead with Kitna making a 14-yard TD pass to TE Jason Witten, followed by RB Tashard Choice getting a 3-yard TD run. The Redskins replied with Grossman getting a 10-yard TD pass to WR Santana Moss, but the Cowboys scored again with Buehler got a 20-yard field goal. Washington managed to tie the game with Grossman finding Moss and Cooley on a 5-yard TD pass. The Cowboys managed to get the win after Buehler made a 39-yard field goal, settling both records at 5-9.",2,,drop,34897.0
"Do the following two sentences mean the same thing?
The woman felt threatened and reported the incident to police , and around 2 : 30 p.m. Stackhouse was arrested .
The woman felt threatened and went to the magistrate 's office , police said .",no,no|||yes,mrpc,2612.0
"Since these problems surfaced, Microsoft has attempted to modify the console to improve its reliability. Modifications include a reduction in the number, size, and placement of components, the addition of dabs of epoxy on the corners and edges of the CPU and GPU as glue to prevent movement relative to the board during heat expansion, and a second GPU heatsink to dissipate more heat. With the release of the redesigned Xbox 360 S, the warranty for the newer models does not include the three-year extended coverage for ""General Hardware Failures"". The newer Xbox 360 S model indicates system overheating when the console's power button begins to flash red, unlike previous models where the first and third quadrant of the ring would light up red around the power button if overheating occurred. The system will then warn the user of imminent system shutdown until the system has cooled, whereas a flashing power button that alternates between green and red is an indication of a ""General Hardware Failure"" unlike older models where three of the quadrants would light up red.

Q: When the newer 360 S models have their power buttons flash red, it means?

A:",system overheating,,squad,29539.0
"Question 1: What if time doesn't exist?
Question 2: What will not exist if time does not exist?

Do these two questions convey the same meaning? Yes or no?",No,No|||Yes,qqp,46998.0
"Title: Just don't buy this
Review: The problem with these new-fangled showerheads is that everything is made of plastic, including the showerhead holster. This makes no sense, especially when the showerhead in question is quite large and heavy. The one I ordered broke *less than a day* after I'd installed it, so I had to return it for a refund. I can't urge you strongly enough to avoid this product at all costs, but I appreciate the time you took to read this little review.
Is the review positive or negative?",Negative,Negative|||Positive,amazon,33095.0
"Why would someone think about getting wet in the summer?
- cool off
- to have fun
- shrinkage
- shrinking
- get cold

The best answer is",cool off,cool off|||to have fun|||shrinkage|||shrinking|||get cold,cos_e,9575.0
largely a for-fans artifact . The sentiment expressed for the movie is,negative,negative|||positive,rotten_tomatoes,6479.0
"You know the following:

Mitchell was giving his first presentation to a group of people. He did an amazing job, but he did forget to zipper his pants.

Which one is more believable?

- Every so often during the presentation Mitchell would notice someone snicker
- Every so often during the presentation Mitchell would notice someone cheer",Every so often during the presentation Mitchell would notice someone snicker,Every so often during the presentation Mitchell would notice someone snicker|||Every so often during the presentation Mitchell would notice someone cheer,art,9606.0
